comment_id,body,rating
UgxbpNWwI1DnDJht2ht4AaABAg,i think industry could use litle female sexism girl yes,1
UgxWcjQflFPTMRKoW914AaABAg,selena cute at roler coaster,1
UgzYWV79vOTQfA5J1Zl4AaABAg,james realy cute tho love,1
UgxC5mlVV00UoMp4HYN4AaABAg,selena gomez fucking col love how col singing roler coaster,1
Ugw2sy1b1xfyWdmuJIt4AaABAg,shes beautiful amazing love selena gomez best,1
UgwuYj-w26ZBaPtKEkN4AaABAg,favourite introwhats up bros name pewdiepie,1
UgxdXN_2K4uRbnJfOst4AaABAg,randomly thought about first time four years video freaking hysterical,1
UgyyOl0FnCCALWOB-NB4AaABAg,back when pewds actualy funy,1
UgyCIBop1TuRI9PqUKd4AaABAg,watching vid with m subs,1
UgydD-f1E05qB3LdYXx4AaABAg,got paper play buton yay ar at ,1
UgytuSxwMb4amZ-s1h14AaABAg,get diamond  pewdie awesome video,1
UgySIS_cxX8VfZAcsaR4AaABAg,damn mis era pewds pewds from late  first half  something else,1
Ugw0CMgO1zFfsRFqXpB4AaABAg,probably best game trailers ive sen,1
UgwOhuzOsyYDMxCgbIV4AaABAg,whos watching  smile gota love trailer,1
UgyVSPRbLvCHHIZIaRp4AaABAg,here  stil as beautiful as first time watched,1
UgzNKsp2y2wkQ0DqGJp4AaABAg, im stil shok at masterpiece trailer,1
Ugz7mTnOx9Jj3Tdb88J4AaABAg,best video game trailer ever made,1
UgzxdO4IxBO806OsB814AaABAg,greatest fp shoter game ever,1
UgyDGLzkx-QCD0iEIkB4AaABAg,stil one best trailers ever made,1
UgyC_RZcLQPnZZO079t4AaABAg,stil greatest trailer take notes make god one bois,1
UgyFflT4ZjygFV1F-Jd4AaABAg,there wil never another game like honestly sadens,1
UgxXduxa-IXIGQJQHNB4AaABAg,who also comes back get gosebumps from this,1
Ugy-G4MKizFCdptJqdt4AaABAg, years later stil loks awesome,1
Ugz2rIBiiIEBoaweo3d4AaABAg,lets hope batlefield  have same hype,1
UgxfCoE6Yknwg1WyR714AaABAg,best trailer ever made even after almost  years,1
Ugw-9WcYvrXMNz1m19R4AaABAg,only god bf games deserved trailer god,1
UgyrMAFunBJqV-8T1NR4AaABAg,released birthday best birthday present ever,1
UgxwMOqKb-0vxwkWrmN4AaABAg,kep coming back love much,1
UgzQXPo2GvruwxVWkVl4AaABAg,am almost certain song makes every trailer beter,1
UgyoamBpoRhcy-3Is4N4AaABAg,when batlefield beter than cod,1
UgxZRHTvSU60JNidoOp4AaABAg,if only game made next gen consoles man would have ben best loking game ever,1
UgxJuwK6scvkSLsLvNR4AaABAg,stil get uncontrolable chils while watching this damn,1
UgydpgpKQmadCN2O1V94AaABAg,best game have ever played ever wil play,1
UgwEsUtSx3wdlcKaobt4AaABAg,everything about game god opinion stil play after  years,1
Ugw01PCBEIdDxLJnnfp4AaABAg,know did something phenomenal when trailer has  milion likes,1
Ugw2fwh9eYxDxlyRPbR4AaABAg,best reveal trailer ever saw,1
Ugxh563dlcxJW-HrmHl4AaABAg,they chose best music ever,1
UgwCBqsv8JzcLggswjF4AaABAg, best trailers made video game history,1
UgwNiCnMsVOEVB7upUp4AaABAg,crazy how  years old game lok beter than most games nowadays,1
UgwEjL5TCeRUlHTPz5N4AaABAg,batlefield  last god batlefield game before franchise died as long time bf fan breaks heart how did end like this,1
UgwYKkSpGY22igrS73N4AaABAg,hapy birthday  years great game,1
UgxkE00vgsDcC7Uk6Cx4AaABAg,im not sure il ever as excited game as this trailer blew mind when came out stil does today,1
Ugx285ccnwLs_bRJE_54AaABAg,game much fun many things do never got old,1
UgwAItn_jZ2Yyz1EjiZ4AaABAg,even  wil end game stil best ever   ,1
Ugx2e5V2x00zGVMM4n94AaABAg,not know why scenepart  gives extra gosebumps,1
UgwgdGWDOKO5fGDUMRl4AaABAg,best trailer gaming history thank ea dice we ned new batlefield destroy those fps games out there,1
UgynQsU36897SN4psuF4AaABAg,one best games ive ever played generation,1
Ugy01TugZyARlmnEoKx4AaABAg,ima tel grandkids game only one we had,1
UgwD6a56B03DK0Imfat4AaABAg,best modren game trailer ever,1
UgzVW3PsNRqGcQ251At4AaABAg,youd think trailer litle exagerated game played exactly like it one bigest wins recent gaming,1
UgzthcFPEtNdwmjtqz94AaABAg,damn when bf trailers where epic sick,1
UgzfhW6ua9t-XDRA1I94AaABAg,know its god game when come back almost  years later watch repeat,1
UgycQLaFVxgFmaRf7gl4AaABAg,trailer gave chils ea can do right,1
UgyioYviIfUiPu1Ry8J4AaABAg,epic trailer epic game black ops  sucks,1
UgzjH8MZ0W_06zkrnY14AaABAg,like panda bob marley smile laugh,1
Ugxz7zdH1PpyyTDhSvx4AaABAg,lets se how many legends watching february ,1
Ugy4kCwgDLI3m6YL0Ht4AaABAg,earphones plus ful volume legends smile,1
Ugzu8pbPgdYT10XeCnN4AaABAg,scared smile surprised god love love,1
UgzZFU9-TtXpSDuWklV4AaABAg,panda cutest songs cover to,1
UgyU6A-tBnV4qcb7nw54AaABAg,songs get hype asf man,1
UgwRHBFcEmlxRpF0--Z4AaABAg,hear song headphone its very nice,1
Ugxsjuv68tfXkCI01EJ4AaABAg,bra idol like song bra,1
UgwJeIqn9K3oXiw2ORx4AaABAg,love these videos m likes,1
Ugxp-Q6kLzUADI6bi0l4AaABAg,who else kep watching these videos,1
UgyGiMUJYbVIrJIYyBl4AaABAg,omg got m likes go eva,1
UgxUCO_ySKTKkww_tMx4AaABAg,laugh smile laugh smile smile laugh laugh,1
Ugx30pBHbmWTOIyHzSt4AaABAg,love you pls give sout out,1
UgzawVFgw62kJOTb6TV4AaABAg,does anyone mis these kind videos when everybody did colabs together,1
UgyqARpwOrfAsOGroWt4AaABAg,yay its at  milion likes,1
UgwW44POGhIlsXTKOEV4AaABAg,god mis youtube era nostalgia hurts,1
Ugzh2WPJnILzSKaflJt4AaABAg,god job ava got  milion likes god,1
UgwAXlJe6Kr32djO8nZ4AaABAg,im friend now ur not alone with not wory about bulies,1
UgwZ9SIn5Za7U5q_foV4AaABAg,wish friend not like how gets bulied kid sems like nicest person earth smile,1
UgwUeytLjZ-CTyUbf6B4AaABAg,funy had like it laugh,1
UgxY2bGxtPlaUx6Awi14AaABAg,stil beter than youtube rewind ,1
UgzKIndRqXalRpHAVSl4AaABAg,ajit pai greatest hero ever wil save internet haters go away,1
Ugy40u0vykEI7n61iS54AaABAg,wil gladly hit like twice d,1
UgzxfXfZvT5DGvtcyjx4AaABAg,thought funy as shit laughed as of laugh,1
UgzW0LmHh_GbVwlQPvF4AaABAg,im genuinely confused as h geting much hate from podcast thought they did excelent job distinguishing complexities fine lines when comes using certain words from objective standpoint,1
Ugzh8WuVWKJ01IsI8814AaABAg,rice fuck haters at least stil got bag yuh,1
Ugztlm6h4O3v8uIM-yZ4AaABAg,video refutes most idubzs claims people hating,1
UgxsIKWbjYqmNlBudSF4AaABAg,wel have admit his asian jake paul dis track prety fire,1
UgzObRBrt_R_iIcTJCl4AaABAg,everyone hating movie its not bad,1
UgzPRQZs6MmqWmBR6ZB4AaABAg,holyshit m dislikes damn love movie despite everyone hating it,1
Ugyn3U5KAIZQvFhBKTN4AaABAg,what empowering movie best adaptation period,1
Ugz4L52XEXmG4kmrFdR4AaABAg,movie realy god no hate im stating opinion not facts lmao,1
UgwDWadYKxiTLTZTKn54AaABAg,think film realy god its shame people hated,1
UgxHBpavZMjtaDyqUzx4AaABAg,im going get lot hate personaly liked movie,1
UgwLvxq8KflHu-3lWL94AaABAg,their many dislikes fav movie,1
UgwRb-RXfcCjZOBAlEt4AaABAg,best ghostbusters movie no sarcasm stop being negative,1
Ugx_vup3gaaKwJA6qnJ4AaABAg,unpopular opinion realy liked film fel like got unfairly shamed,1
UgwRMR4Jk7yd6LjHmlJ4AaABAg,welp loks like im only one who acualy liked movie,1
UgxQPrEVdbZGWhwos1V4AaABAg,honest liked beter than original hated original,1
Ugx6cCxWj2r32OYqWHF4AaABAg,am only one who genuinely liked movie,1
UgzdVt_HH6rspbUwzOB4AaABAg,not understand how has many dislikes,1
UgzrmJc84jOYRT1ey6x4AaABAg,does thit video have much dislikes not think bad,1
Ugy4UfbjiNTtmPw__TJ4AaABAg,not know why its funy laugh,1
UgwYlmRjEUtozxABQel4AaABAg,love this do people hate it,1
Ugzr5ixA2T1hTpTYTGx4AaABAg,love fresh prince wil smith,1
UgyTQWiVF6q2AcGVVlN4AaABAg,game loks fine people ned stop acting like kojima personal friend theirs,1
UgxP5XkX-ChkGe30qsZ4AaABAg,loks damn col guy with shotgun like bom chk chk smile,1
UgxeP362de5j2Bd93El4AaABAg,such lust easy profit who,1
Ugxj03q8P3Tg8bay0fN4AaABAg,omfg new metal geari want now now,1
UgzMPPgLEHKLjXqaqV54AaABAg,going best metal gear ever,1
UggHxm0ZAiJeqngCoAEC,omg youre big right now kemstar ben here since mil,1
Ugjb2viSY22JDngCoAEC,al hate what does guy wrong most dislikes come from kids fuckin  or  who never watched video him tryin lok col,1
UgwcwcAcoBLyp8Y-Lk94AaABAg,best content creator youtube man proud nucka  years countin fockem,1
UghJf8MSSvyg6ngCoAEC,love video rucka kep being awesome,1
Ugi4wPZWHsCsr3gCoAEC,not mind ty should take over permanently,1
Ugj5HDZgv6-yRngCoAEC,like vids ty blue knowing kem profits from shit,1
UgjVAyrzxPnfRngCoAEC,wow within  seconds already like his new guy hes not saying lets get roite into news love new guy,1
UgiCdrae6WUVKXgCoAEC,last god video from dramalert,1
UgjglZTlq5kkQngCoAEC,gues im only one who suports kem not realy care what does watch his videos news,1
UgwO5NJXXXujn5dqbwJ4AaABAg,song saved life coma mom played this woke up turn of,1
UgzGpvPDMXcCtrLJjHp4AaABAg,realy love moving hodie flor its very snazy,1
UgzM0715DhA3MUwL1E94AaABAg,youre legend if only came here check dislike,1
Ugyv7LN_pU2PmOwMI094AaABAg,wana wear his sweatshirt love smile,1
Ugww8Y9YoYjpAc7Wkul4AaABAg,hold up has  milion dislikes song its so god people stop hating him its catchy,1
UgxZ7ee0nyVxhuLTxRN4AaABAg,prefer over dixie damelios one whole dayand song writen by child,1
UgwP7Q2hh57HQMF2bTB4AaABAg,its lyricaly beter than anything by dixie,1
UgxkIXGDVXDBNODoKnV4AaABAg,cant even lie song catchy asf,1
UgxRiHBZYXvxOvYAjSV4AaABAg,adicted song before when like  or  ye liked one,1
UgyKW6x0rUzNtQ3qDO14AaABAg,does have many dislikes song lowkey nostalgic,1
UgwCBbQecrGMvO0ml9B4AaABAg,trailer movie god did get more dislikes than did likes,1
Ugj--dzHmtgAhHgCoAEC,love music when sayson july  sad,1
Ugjx3XSRpiNxlngCoAEC,not watched original yet ghostbusters  funy love it,1
Ugju-ZmVg80aFngCoAEC,kate meghan movie gota god,1
Ugid-QmZLO59kXgCoAEC,saw movie realy like laugh lot very great movie,1
Ugi06a1UzF8rq3gCoAEC,movie funy as hel not know what people talking about hurt myself laughing at it,1
Ugix8jt_OaGAV3gCoAEC,dumb people who hate new ghostbusters movie people not know if sucks until watch it,1
UgikAolLYTn28ngCoAEC,whole bunch lame motherfuckers hating film not single god reason love original love movie as much its diferent haters can go suck it,1
UgglOYI2U4Zg-XgCoAEC,awesome love best trailer ever want watch cinemas plz ad movie putlocker,1
UggcWX_zBa9QEXgCoAEC,amaze movie  way beter than old ghostbusters ,1
UgjRY_ewwN_y7ngCoAEC,not understand people not like movie rly enjoyed,1
UghtwAUGL4X253gCoAEC,great fun movie people should watch it give chance,1
UggW8qJNx8_kYHgCoAEC,al haters leave then let people who like damn trailer enjoy without negativity angry,1
UgwReMfD3LIY64UvNpd4AaABAg,not going lie trailer vibe,1
UgwQg2y9KiRxLyQ9pR94AaABAg,campaign best since bo during its time,1
UgyT3aVd4gSNXvKL0_14AaABAg,did people hated love playing game,1
UgxVsWamY5YSoS76Q_p4AaABAg,actualy realy enjoyed game laugh,1
UgxA2kxchDzM-85tCdR4AaABAg,liked cod stoped playing bc nobody plays anymore,1
UgyZRcbxYswmllAWQTZ4AaABAg,game beter than people give credit,1
UgyD5is-4gcBm31VKa54AaABAg,atleast not bugy ful hackers,1
UgwaxMw9HzNTLTV0Jft4AaABAg,best game ever waiting  nd part,1
UgzdE6nvjjWlWorT4e54AaABAg,cod game had most underated zombies al time people slept,1
UgyJjV6Y7mE5517vCbF4AaABAg,game amazing ef those who disliked trailer,1
UgyEWwcEO8PeuN_ugsZ4AaABAg,had more fun playing game then cold war,1
Ugz1kxX-ItgnJZVMd5J4AaABAg,has more color than modern warfare  il give points,1
UgzMlb0WzbkwrpyFz_B4AaABAg,honestly game not deserve hate got,1
UgwbgkuzF6NpiO8t8ul4AaABAg,like futuristic cal duty gues thats,1
UgylcskpuVBLIYtVPLJ4AaABAg,best cod game ever stil wonder people hate,1
Ugwmd774_TXLhPHwPTt4AaABAg,honestly its stil beter than mw,1
UgxN0doJWbMo__WtAJ94AaABAg,after doing campaign fel proud put like,1
UgwF0v7hnpTQmKbacf14AaABAg,love game unfair because they not even enjoy already hate,1
UgyLI025I6H-Uyhva1d4AaABAg,there nothing wrong with game whats with dislikes,1
UgyknD-JiqdU0JIMPw14AaABAg,lot hate actualy liked game,1
UgwTNFAShf6k_RI6iId4AaABAg,not to mutch col we ned beter its not like black ops  or  its col,1
Ugw_EijxhLugKZlEXUZ4AaABAg,video got milion dislike game sick,1
UgxyLtIQMBiiOaOgnh14AaABAg,am only one who actualy liked infinite warfare,1
UgwhUL6eCI3TNFTV35l4AaABAg, years later game not bad at al if game came out today im sure not have recieved hate recieved,1
Ugzl5gF9nnvIwHxsTYx4AaABAg,stil favorite cod al time,1
UgwVBBae_nYxenBgJb94AaABAg,im probably funier than you prety funy joke,1
Ugzro0WJh41DbVk9nph4AaABAg,mustve ben arduous task watching every season jersey shore do research these questions aplaud sacrifice god,1
UgxUhAtALfQwsYM5WSt4AaABAg,love song everyone says revival sucks yet went platinum not sucked as bad as everyone says,1
UgzlA-s1sKwuLLxifLB4AaABAg,rise colest person world chil,1
UgzwzrZgBKKDAF1ttkd4AaABAg,thanks mucic awesome not leasn people like have wached six years,1
Ugyp-5VfZMme8tr5g6l4AaABAg,can count one hand number rap songs own own song,1
UgzzFr9OiqBAPCKdbJB4AaABAg,dear deipei please suport guy,1
Ugg_fOfEckB6angCoAEC,love seing sub count old videos because thats highest wil ever reach,1
UgxTNHFjjGqHNSozng94AaABAg,colab never knew neded laugh god,1
Ugyzh6yK7UidOq6ygrt4AaABAg,now quality content even tho not historical acurate,1
Ugxv0u0gXGZCYLsn5Vp4AaABAg,know youve made best trailer ever when  years later makes as excited get back into game than day one,1
Ugy0D8YVGc0Z6Yuxzmp4AaABAg,love how shes one those celebs not get plastic surgery even though she makes jokes about her bobs or lack x,1
Ugy9MKU17nXcEGSoh-54AaABAg,shes realy amazing human being ,1
UgyLG2YZ5ULhh541kOZ4AaABAg,apreciate how understand much more video after few years,1
Ugy6oXPr2phw-B7IW9R4AaABAg,guys we could make religion out this,1
UgjStcoYgP40ZHgCoAEC,its going fun year ahead with iw modern warfare remaster,1
UgzYUpA_iK-oQym4JDd4AaABAg,mean love love liza am taking notes,1
Ugx47GhKNqjKUUn2vg14AaABAg,funy entertaining d wheres oceans  already,1
UgywlAXiVKJWXQj2ylx4AaABAg,im here after maya rudolph national anthem smile,1
Ugx9HDXk9SK6lSh73OV4AaABAg,god like if listen every day voice beautiful  love love,1
UgwtfmTV_uy0NiTgh1N4AaABAg,fire emblem awakening half smile,1
UgxfQloS-odZw2PfaEN4AaABAg, favourite part im literaly whezing laugh,1
UgweWae7_8aK-3wpcn94AaABAg,loks like parody video nope our government,1
UgwL-JTb52hbl566CEN4AaABAg,out real life falout right here,1
UgyN4E04T9h5LYe_T4F4AaABAg,im glad real truth came out about him his,1
Ugw-E_BujTAqlovT2UV4AaABAg,wow barely realized she by house she sfv,1
UgwtqdOVpGbc3tAjBr94AaABAg,teacher leson history w girls no its boring ew bois,1
UgzNBGVwAnYuOtc4Cv14AaABAg,video stil here sufer everynight dislike ratio becomes biger biger guy we lost series we loved not stop hurting its like they want kil series fel to not you im gona make em give back our past,1
Ugy2Wa-wGFcerHvKOQ94AaABAg,revival favorite album his hands down,1
UgiOvklPBZSwKngCoAEC,not care they female have watch movie great n funy stars,1
Ugx3JtgVzO_Nr_-FR7h4AaABAg,trailer stil probably favorite one out al mcu,1
Ugy3c7skSDNf1rfGIKp4AaABAg,amazing song beter than jake paul laugh,1
UgwDmpFw0nyvdZ_TWS94AaABAg,its inevitable no mater how old video gets wel al back here,1
UgyjKnVzmxlO-SqADaN4AaABAg,beter than   at least not have as much dislikes,1
Ugzrs978FU7j-1Y_ARR4AaABAg,as much as im not fan rice gum think dis track extremely god god job rice gum impresed someone with litle subs,1
Ugwi_lHTpG5e4nzsiDd4AaABAg,everybody gangster until croc starts spining,1
UgzPMmm5T1So8iVQC9V4AaABAg,am already confused within first  seconds kept watching fel smarter than albert einstein laugh,1
UgzpSi_Vp8HCuJTE9kJ4AaABAg,had take kne during performance,1
UgwqHjubmdDCg8m7P9F4AaABAg,honestly opinion most wel thought out video ive watched,1
UgzSvrPo6u7U8yBjPFF4AaABAg,not bad gameits enjoyablei not understand people hate,1
UgycEt5Zdcd-GFe24c14AaABAg,after  years il back play bf ,1
UgwHRUfZ9L_sEvD3R6B4AaABAg,saw oceans  wow great movie love sandra bulock,1
UgwGLLcvob943H9mFap4AaABAg,greatest trailer after kgf chapter  now,1
UghzBkUx9XfVmHgCoAEC,probably most hated person youtube,1
UgwsaGgfDOb_f5XWQl14AaABAg,am only one who liked it yeah okay,1
UgzfFCqBxeWNP4XtN8t4AaABAg,nd greatest now history rewriten by kgf god,1
Ugwfce1nmRfg3f8NdUJ4AaABAg,til day gives literaly chils,1
Ugxd7U_M7C4dTCZAWXp4AaABAg,homework one though its true,1
UgyDt-8DR94u9JlOyQ54AaABAg,ive watched morning its realy god ,1
Ugz83hkoASbWicWPtBh4AaABAg,wel done nasa kep great job,1
UgxRfR-bNQm1Xala_jN4AaABAg,she sounds god here its like her voice totaly matching,1
Ugzf2dK4K607VeDhApR4AaABAg,want someone lok at way james loks at dave,1
UgzJ0Dmu6u6lWktJ_gp4AaABAg,oh god almost  whole years stil get back here experienced same break up kinda ned validation reasons here am laugh,1
UgxS3A--xF5PfrR5B1p4AaABAg, people who say she do high notes se thishe definitely kiled that smile,1
Ugxy0TwgsZ-keWsaxrN4AaABAg,ned friend like taylor selena theyre literaly besties forever smile,1
Ugw1BW-CLLUFmJUipUN4AaABAg,awh how awesome im wondering where ryan higa is,1
Ugzj5zfmOL0pMYE35DJ4AaABAg,song deserved go number one long time,1
Ugzs9EmkarrCyXiRON94AaABAg,whenever se trailer only one thing had gosebumps love,1
UgzD2rARpWjbPw462qB4AaABAg,last god rewind rip youtube rewind ,1
UgxGSdaZKKHiynnrKNl4AaABAg,got taste music if listen,1
UgwIhLs2eY5eXKlcp514AaABAg,online clas would beter if theres videos like every subject,1
Ugh1KGgEFRfk_XgCoAEC,wtf im black not stop laughing xd,1
UgxQSBu9_WDIJvTDM9J4AaABAg,who would prostest with get back liza posting videos agian,1
Ugz4b51bFh2WSJG4_aZ4AaABAg,never sen anyone say now ocean filed with plastic enthusiasticaly,1
UgyOLLh1GxFbXZvJcAV4AaABAg,woah actualy liked washington post video,1
UgxBk5Demj7kHZIDJKJ4AaABAg,actualy epic trailer released at wrong time,1
Ugx-jgSzR_sJuQS5gIl4AaABAg,after watching series finale adventure time reminded song,1
UgzTd8dxFa2NY5y5esB4AaABAg,love jacob sartorius from big fan holy brown,1
Ugy-6nlp9yk0xlejBTp4AaABAg,more videos like plz we like hardware,1
UgyCwmkFtMmWgF9FQal4AaABAg,ocean  its either emily blunt jenifer lawrence or meryl strep or most versatile actres tilda swinton love,1
UgxuzvwpXEwE_ieFP7x4AaABAg,game awesome ive only played first rd chapter campaign beter than batlefield  opinion,1
UgzNcQB97I-59xcs1eR4AaABAg,okay like gota admitpopys lilys part funy,1
UgxbeTfR7wReobskSUV4AaABAg,everyones talking about bra guy no one talking about how not take single breath second verse,1
UgyomfzhyY4UN1sapTB4AaABAg,omg she kiled it she slayed it she crushed it dead,1
Ugyj1_V2YsSebUjkEIN4AaABAg,colest part when ksi had fidget spiner,1
UgyiwF95GiNtwCjTJe94AaABAg,only break up made cry not even watch videos get what liza going through hope she restores confidence herself,1
Ugx6XBWTAuz7anWyQkp4AaABAg,atleast we got amazing remix theme out movie,1
UgyI7YmhUNxtavo_DMF4AaABAg,ah finaly found video searched jejejej rararaha aha wow,1
Ugz2tlSPOoSa1kO8--94AaABAg,those opening vocals though smile,1
Ugg3mApvojEa9ngCoAEC,love you its midnight cant laugh laugh sems a trumpet xd,1
UgwkJDSpn8CGMu_jdlB4AaABAg,have much memories with game,1
UgxyRzpt_rs36xmpKsR4AaABAg,xd crocodile to god person,1
UggDIwPydxUIQHgCoAEC,actualy awesome do agre wil never compete with original ones stil god wish people would stop hating it hope there number ,1
Ugz-RMoSSlWm2XSjdyp4AaABAg,best selena like sister from paige,1
UgxUwJbeEyG26T8YYzl4AaABAg,omg were listening atmosphere at begining ilove atmosphere do parents,1
UgzClK58X_XS07C2WRN4AaABAg,ethan always funiest when hes folowing someone elses script xd,1
UgwzjKvPaGcLvEoABPl4AaABAg,love watching old vids  because brings memories makes sense,1
Ugw-C3jfU-yIYFf_Qq14AaABAg,ive learned more les then  minutes then have like  years schol my point is  years schol useles,1
UgwQvZT-JsiHEIry0Qh4AaABAg,thank brave enough use platform despite knowing would get shit we ned more famous people like you,1
Ugzi-vXxEhUUU_oDSFF4AaABAg,idubz has lot power his hands talk about human god,1
UgyAwOXPDJjn_nReHkF4AaABAg,its white stripes made trailer,1
UggBaZ_BfFf7nHgCoAEC,trailer loked realy nice cant wait se theaters d,1
Ugzm924Hi1owWKHJX_h4AaABAg,compared what we got year gues not bad,1
Ugxb8uulN0qCxUTFVUZ4AaABAg, selena absolutely when ma friends made embarased things public laugh,1
UgyyF8VFE7qT6HRKcpd4AaABAg,best batlefield game opinion imersion atmosphere unreal cant wait bf later year god,1
UgxSjgeBl6UhrFRXDOp4AaABAg,best awards show colectively long time,1
UgxobhpKdSaU5liamrF4AaABAg,by far best rewind the al,1
Ughkztp1hulCIXgCoAEC,movie great not know what al hate about,1
UgyK--8wqT8Ekv72nWR4AaABAg,wonder how many people watch hh videos content how many watch because they hypnotized by his caterpilar eyebrows dance,1
UgxFc4wW7yfGgZ0bm814AaABAg,favourite person awesome col like song life fun,1
Ugy0fIE3jXMT99ghRlh4AaABAg,not realy se lot guys hate ethan much after this said pewds not have said live big whop pewds probably not have anyway ethan even defended fact whole legal document stuf far go against pewds calm shit people none realy maters anyway,1
UghAM_OnlUzVpngCoAEC,okay everyone hating o movie can we please talk about how hot julian holtzman is thank,1
UgxcIFmYDH_XnzgB5Bh4AaABAg,know what youtube already watched  years im not even complaining gold,1
UgyvggGyGWOjUd8tFH94AaABAg,note word itz stil searched youtube rapidly,1
UgwGRYw36lhxzfKNwq54AaABAg,yal more mean then ned be,1
Ugz-WZ3bvr7u2U1pwPJ4AaABAg,very poetic pasionate song literaly one many most powerful albums eminem has produced,1
UgwxxnUT19go6Y-qgCx4AaABAg,yes duck tape tried almost lost niple laugh when she said,1
UgwuBV8bouzwDngINcV4AaABAg,ive learned most important fact ever sun deadly lazer,1
UggBLIxleObT_ngCoAEC,movie actualy prety god many people laughing during movie,1
Ugzwnpa8n7YLc55zMqx4AaABAg,is normal oh yea tres scream arizona live,1
UgxsgccPucoOEHCsGdR4AaABAg,like how there theodsout toy behind dave,1
UgwDGGX4XlFMyAhh3sN4AaABAg,ending funy think thats realist eminem ive sen year,1
UgyJ4dPGn2lU4E8i40p4AaABAg,ah what memory from  first video pewds uploaded twice day back then c,1
UgyMkUC5XZMCyNvRrD54AaABAg,watching videos has cured leukemia,1
UgzZsQkJn-QoHbfMU9R4AaABAg,great game completely released at worst posible time bf made craze being bots ground w  instead going back they went farfar forward,1
UgztlVI17z2rY3Nou_N4AaABAg, like vision plz sad sacrifices himself stone,1
Ugy8hOa2xTdm2KZP-5p4AaABAg,balsy move hamering over granite counters granite one softest rocks one slip up youl replace entire slab laugh anyway col video mate,1
UgxadKnqx98fZYktaDl4AaABAg,clasic not mind sequel not yet,1
Ugxm6hESg3TIp4F1D9x4AaABAg,ive ben binging  songs most them songs not even like they bring back pleasant midle schol memories,1
UgwRg_M5r63agzzTGvh4AaABAg,idk these dumb fcks kep comenting negativity trailer its col yeah its not like trilogy its stil col have some respect,1
Ugwl7aQQthFu1nEkcWV4AaABAg,al work could barely watch yet could not lok away,1
UgiDwxSSfR0zYngCoAEC,yeah movie awesome also extended version made hela more beter extended should have ben theater should have because realy god movie not worst movie year wil say batman vs superman shit show there zero plot confusing with movie hey sony great movie make second one those who loved movie screw haters,1
UgzKXbnh0y2ZYYyRVEV4AaABAg,yo rewind actualy god compared what we have now,1
UgzryQETCICNr5KFVd14AaABAg,video gona get al history teachers fired,1
Ugy2zbi7976g7umzCb14AaABAg, not dare get dan phil dirty favourite line video laugh,1
UgzvpIHFNitfqpimu9p4AaABAg,im here from  video remember someones opinions someone opinions take with pinch salt respectful,1
UgwLFIJKbuydxVR6s6h4AaABAg,wow aged wel props rice,1
UggwiONtdL9rFngCoAEC,think like zilion pl gona coment about how am wrong but liked,1
UgxhGclPyb5-9JzpARp4AaABAg,quite liked video mat litle ofbeat from normal work can understand mesage here kep doing what makes hapy,1
UgwrOR3czOBeI5TwpMN4AaABAg,say what want ricegum chad while idubz simp,1
UgjyjRG57yGfhXgCoAEC,personaly think movie ok not beter than original ok like cast actualy so yah opinion not go hating smile,1
UgxMx01gQIHf9q9c_o54AaABAg,aint big fan rap music realy god nice twist mat congrats him thanks people who helped bring us al,1
UgyMnRaRh8NAmA-Nzgh4AaABAg,heard first time todayand not se people giving hate mean have ben listening since slim shady lp sure diferent honestly its beautiful,1
UghBoOY6f05da3gCoAEC,im probably gona buy it only reason say probably because not know how many people wil online,1
UgzEnNSZ0PtjlsXnJKN4AaABAg,hi react chanel im always watching videos love them al hoping can make react vid bong chong dong ghost ty more power you,1
UgxM4nd5hQTqeECUQ1d4AaABAg,wow truly uh wierd interesting,1
UgxrjAuvH78L5VQ55Bl4AaABAg,im upset got hate favorite cod game now there never gona make another one like,1
Ugwuwly3DQBUV0abmYt4AaABAg,remember watching wolfie  years ago then saw recomendations ofcourse came back,1
UgzmO7nA0fPLS3EDTKt4AaABAg,logan paul listen its not fault anything,1
Ugj0K20eccJg73gCoAEC,am only one actualy liked movie not care females replaced males,1
UgwTGPPWyy9pYoTRRyp4AaABAg,beyoncé sings god her time over sory sad true song very amazing worthy eminem eminem makes rap great again,1
Ugj3Klsr5MtHrngCoAEC,ı think perfect game al dislike,1
UgxKIAfDuBUol9gwksR4AaABAg,strong boy god bles kep peace god,1
UgzmAILR9_NDbMyVUs94AaABAg,people disliked not know what god music,1
UgxEosB4sgwnVTpn76V4AaABAg,sucks could his last album hate al criticism has ben geting with his recent albums as have done since his first album pick favs ad them playlist have songs playlist from every album yes even new one actualy realy like quite few his newer songs not get it,1
Ugx8ZUZ58uBeNjxLjBd4AaABAg,beyoncé has such rich vocals realy separates herself from others,1
UgwPKQtDz2tKLHBLtDB4AaABAg,not let them get head youre best raper ever,1
UgwcyXMgV0nzfENZ5Ut4AaABAg,only song luka felings some only things keping sane through these rough times want send love everybody let everyone know everything wil get beter son we al going through together love ,1
Ugw8IaVwQteVoO-DRxF4AaABAg,hate self bc love rewind,1
UgyJMZ71oDE3ymRdzLV4AaABAg,forgot knew how laugh neded this,1
UgxPVm0Ys1XrZmaHEfF4AaABAg,a very interesting time period internet everyone went of shits not going lie stil want give try im simple man,1
