body,positive,negative,neutral,rated,comment_id,video_id,date
This should be the only proof that humans existed,0,0,1,1,UgyDjSiT4LpfHai2NCN4AaABAg,xuCn8ux2gbs,2021-01-31T15:06:42Z
I just learned a bunch of this in global history,0,0,1,1,UgwMsziwvXMEpKF7zd94AaABAg,xuCn8ux2gbs,2021-01-31T14:42:54Z
my biology teacher showed us this in class,0,0,1,1,UgyAXwftswA2GHboedp4AaABAg,xuCn8ux2gbs,2021-01-31T18:42:58Z
sucha   good yt,1,0,0,1,UgzosbG467JfHYP17Ox4AaABAg,xuCn8ux2gbs,2021-01-31T16:48:49Z
I wonder what the Alaskan purchase would have looked like if bill added it to the vid,0,0,1,1,Ugz5bLJiO62wuefWbrp4AaABAg,xuCn8ux2gbs,2021-01-31T17:06:06Z
3:02 MEME (but its dead ;-;),0,0,1,1,Ugyofe0aPWwFIG1eFnt4AaABAg,xuCn8ux2gbs,2021-01-31T18:15:08Z
Idk what's quarks are PLS help me know,0,0,1,1,UgwF1qWkzZ6r7MdXIRF4AaABAg,xuCn8ux2gbs,2021-01-31T18:05:08Z
update please 2017-2021 ...,0,0,1,1,Ugy9e5X22d85mQAIeyx4AaABAg,xuCn8ux2gbs,2021-01-31T16:22:52Z
"fine youtube, i’ll watch it",0,0,1,1,Ugz-ow3-J9SzL-Xm3-V4AaABAg,xuCn8ux2gbs,2021-01-31T16:57:44Z
Can we just agree that this is the best video on YouTube ever?,1,0,0,1,UgxbtFpmh2uYkozQR5J4AaABAg,xuCn8ux2gbs,2021-01-31T13:25:37Z
"3 years later and I still came back to where it all started, damn... Still great",1,0,0,1,Ugyka19PoIss-Ve1jSZ4AaABAg,xuCn8ux2gbs,2021-01-31T11:32:32Z
This is literally the 'in a nutshell' video of the history of the earth video,0,0,1,1,Ugyu3gKfDUJcis0FkfJ4AaABAg,xuCn8ux2gbs,2021-01-31T12:09:33Z
This has 111M views for a reason-,0,0,1,1,UgyWLjTM0ImOs-EE9Bd4AaABAg,xuCn8ux2gbs,2021-01-31T08:06:16Z
Im gonna say “Space Dust” in a much fancier way. thanks Bill,0,0,1,1,Ugz_8pvLbkaG2Jyipqd4AaABAg,xuCn8ux2gbs,2021-01-31T12:36:27Z
Its so every,0,0,1,1,UgzzcloOLOIh7qcMxX14AaABAg,xuCn8ux2gbs,2021-01-31T10:57:17Z
Now I have an exestential crisis,0,0,1,1,UgyjcJQzWp7Np2PT39N4AaABAg,xuCn8ux2gbs,2021-01-31T07:49:43Z
I'm sleep and I feel insignificant what a good mix,0,0,1,1,Ugzd39cG00UXuPXn2IZ4AaABAg,xuCn8ux2gbs,2021-01-31T08:27:41Z
Lmao if only this wasn’t made so soon. It would have encapsulated the pandemic pretty well,0,0,1,1,Ugxe5fm8xHC-MDDX4O54AaABAg,xuCn8ux2gbs,2021-01-31T07:45:19Z
"thanks to minecraft, im back",0,0,1,1,Ugw6IjKo8ADKgT4Ul_J4AaABAg,xuCn8ux2gbs,2021-01-31T08:43:56Z
"explain Hitler in 1 sentence:
""He's mad at Jews for existing...""",0,0,1,1,Ugwu6bDX9NiICBrvYQN4AaABAg,xuCn8ux2gbs,2021-01-31T09:08:22Z
I hate this. The only reason my country is mentioned is because we took too long to decide racism is bad,0,1,0,1,Ugw0ZHNj-hHG4hlvYnF4AaABAg,xuCn8ux2gbs,2021-01-31T13:03:56Z
Imagine the war cold if Russia was connected to America,0,0,1,1,Ugx9hWCpWO45uH1U-4d4AaABAg,xuCn8ux2gbs,2021-01-31T03:55:05Z
"111 mil views
wow this guy must be a youtuber",0,0,1,1,UgzDztq2wW4yPfcXNit4AaABAg,xuCn8ux2gbs,2021-01-31T07:01:14Z
Where does this man teach,0,0,1,1,Ugy2C6a6FUJkHu0oGmh4AaABAg,xuCn8ux2gbs,2021-01-31T05:34:46Z
This is the most educational thing I’ve watched today,1,0,0,1,Ugy6eVgVdaQM7eljCGp4AaABAg,xuCn8ux2gbs,2021-01-31T06:01:32Z
i literally know this off by heart,1,0,0,1,UgxlWgoz6rQ7gSHXKoZ4AaABAg,xuCn8ux2gbs,2021-01-31T04:50:59Z
Ive watched it for 5 hours now,0,0,1,1,Ugyulq4ew2Wnr1I99AV4AaABAg,xuCn8ux2gbs,2021-01-31T06:40:15Z
3:01 your welcome,0,0,1,1,UgyBYN1ihtsVQx_ace94AaABAg,xuCn8ux2gbs,2021-01-31T03:46:22Z
"17:03 ""angry mustache man mad at jews for existing""",0,0,1,1,UgxELIUyk5vyoQhCSNV4AaABAg,xuCn8ux2gbs,2021-01-31T03:56:52Z
This will be a good school presentation,1,0,0,1,UgxwtWRDBy-ZGIyMhpV4AaABAg,xuCn8ux2gbs,2021-01-31T06:02:32Z
“Hi I’m gahndi and if Britain doesn’t get the hell out of my country I’m gonna starve myself in public... wow that worked”,0,0,1,1,UgxIVwFXdqCEqbrjhbZ4AaABAg,xuCn8ux2gbs,2021-01-31T04:44:11Z
I forgot history zoom today but this saved me,1,0,0,1,UgwKjUxSmHa3sEGM82B4AaABAg,xuCn8ux2gbs,2021-01-31T04:58:28Z
"11:46 “Spain and not Spain”
Me, a Portuguese: 🥲",0,0,1,1,Ugzf2t8rWthC2-y3MnZ4AaABAg,xuCn8ux2gbs,2021-01-31T00:40:48Z
Some stars blow up ✨with passion✨,0,0,1,1,UgyNt0lA-RvRMt7mgdV4AaABAg,xuCn8ux2gbs,2021-01-31T00:21:04Z
Never thought I'd ever be interested in History,1,0,0,1,Ugw2qET8RuxKxrsDh1Z4AaABAg,xuCn8ux2gbs,2021-01-31T01:55:43Z
what about nuculer power?,0,0,1,1,UgyegfBgIwjQml-QbdB4AaABAg,xuCn8ux2gbs,2021-01-30T22:55:02Z
this is better than social studies/history class and it covers everything in 20 minutes that it takes half a year to cover in school,1,0,0,1,Ugzz5Qda5PLBSKGiT-V4AaABAg,xuCn8ux2gbs,2021-01-31T00:33:55Z
i am convinced this video started the downfall of youtube,0,0,1,1,UgyjkI_3ytpKJ7bu5C14AaABAg,xuCn8ux2gbs,2021-01-30T23:56:58Z
The sun is a Deadly Lazer 3:01,0,0,1,1,UgzG2eje9v9t_kJWC3R4AaABAg,xuCn8ux2gbs,2021-01-31T01:04:56Z
This is better than any history lesson,1,0,0,1,Ugz-6iYe5Fr-BUw-dEp4AaABAg,xuCn8ux2gbs,2021-01-31T00:12:06Z
its funny to think how i used this as study material for a test,1,0,0,1,Ugwa5vZoDwwUD0Uypa94AaABAg,xuCn8ux2gbs,2021-01-31T01:20:46Z
I mean...he's not wrong,1,0,0,1,UgyIR7bzviKPYghZz554AaABAg,xuCn8ux2gbs,2021-01-30T21:31:14Z
i fell powerful,0,0,1,1,UgwBGbpmjD67EoPHrqh4AaABAg,xuCn8ux2gbs,2021-01-30T22:52:51Z
"""The sun is a deadly lazar"" 
- Bill Wurtz",0,0,1,1,UgxP71qb0jJ2X6fkcRJ4AaABAg,xuCn8ux2gbs,2021-01-31T00:54:17Z
12:29 I can't stop laugh LOL,0,0,1,1,UgwOc3WqS3Isa9uhOBZ4AaABAg,xuCn8ux2gbs,2021-01-31T00:25:14Z
"China is like my mental health 

Never stable",0,0,1,1,UgxJb8O1DlDb0NET-4N4AaABAg,xuCn8ux2gbs,2021-01-31T01:21:39Z
"""Gerald, China broke again.""

""Shit, this is like the 5th time!""",0,0,1,1,UgxjQejL6Xt3aETYnZx4AaABAg,xuCn8ux2gbs,2021-01-30T21:48:31Z
Everything you need to know about history in 19 minutes:,0,0,1,1,UgyvvJyVlB7l0yRb24B4AaABAg,xuCn8ux2gbs,2021-01-30T20:02:59Z
I am sure the guy is a backbencher,0,0,1,1,UgyD_Na1KFdPMuvLrGB4AaABAg,xuCn8ux2gbs,2021-01-30T17:20:16Z
I wish this dude was my history teacher,1,0,0,1,UgywNZIJ2ePVMH_iQll4AaABAg,xuCn8ux2gbs,2021-01-30T18:56:57Z
from 0:13 to 0:31 is the mood im in at all times,0,0,1,1,UgxSKrZfSIyzi6esr_14AaABAg,xuCn8ux2gbs,2021-01-30T17:15:25Z
When the thing it home it actually better than the real thing:,0,0,1,1,UgzOiGGbEgJe11kEGPZ4AaABAg,xuCn8ux2gbs,2021-01-30T17:07:21Z
yes,0,0,1,1,Ugxs0f7rKU1J7fozzzt4AaABAg,xuCn8ux2gbs,2021-01-30T20:02:04Z
3:01 best part,1,0,0,1,Ugyk3_c88BWCoIMJ1D14AaABAg,xuCn8ux2gbs,2021-01-30T15:57:01Z
Bulgaria: What about me i was big for a bit,0,0,1,1,UgwSQdiCZXAf3R2cOYZ4AaABAg,xuCn8ux2gbs,2021-01-30T18:11:54Z
What the hell is going on,0,1,0,1,Ugx6FjmYv37LreKnMrp4AaABAg,xuCn8ux2gbs,2021-01-30T19:53:19Z
0:30 i thought my video paused LOL,0,0,1,1,UgwX8dBTOSCn5A_-IDl4AaABAg,xuCn8ux2gbs,2021-01-30T17:37:17Z
"I’m so confused, but at the same time thoroughly entertained and regained information...",0,0,1,1,Ugz-eZ36FjdAW_SaC_N4AaABAg,xuCn8ux2gbs,2021-01-30T19:20:22Z
That is not Louis the XIV lmao,0,0,1,1,UgzgkJnGCVMxIfAsajF4AaABAg,xuCn8ux2gbs,2021-01-30T17:07:59Z
I feel like the first bit is how english sounds to non-speakers,0,0,1,1,Ugw6pTIxUD-kKC0sFx14AaABAg,xuCn8ux2gbs,2021-01-30T13:40:20Z
why do we have schools.......?,1,0,0,1,UgxUev81FRC5bnkoiqV4AaABAg,xuCn8ux2gbs,2021-01-30T10:45:39Z
An unbiased history of the world,1,0,0,1,Ugy1NyxN1rseIQzc5UB4AaABAg,xuCn8ux2gbs,2021-01-30T11:38:08Z
Where the hell are we?,0,0,1,1,UgwWjzUTPmVzOXq4HN94AaABAg,xuCn8ux2gbs,2021-01-30T15:04:57Z
I truly believe this is the best video on YouTube,1,0,0,1,Ugy2uM0hBOHKT61ytp94AaABAg,xuCn8ux2gbs,2021-01-30T11:02:31Z
nice,1,0,0,1,Ugz8LYww5JtubNMiBrF4AaABAg,xuCn8ux2gbs,2021-01-30T11:10:18Z
Imagine if he did the Devonian era,0,0,1,1,UgyMA5vK1mqD8int7_54AaABAg,xuCn8ux2gbs,2021-01-30T13:37:39Z
Best.History.Teacher.Ever,1,0,0,1,UgzR17bItPRjJu1W7VZ4AaABAg,xuCn8ux2gbs,2021-01-30T13:50:34Z
"1:13




POV : Your mom",0,0,1,1,UgxBbZVZpoCq7BCU64B4AaABAg,xuCn8ux2gbs,2021-01-30T10:09:35Z
hahaha what a story bill,1,0,0,1,Ugyt6L4Py8pqDww0L1F4AaABAg,xuCn8ux2gbs,2021-01-30T13:37:53Z
He forgot the Punic wars,0,0,1,1,UgyErFs1-v77WUA9oRx4AaABAg,xuCn8ux2gbs,2021-01-30T15:20:50Z
make sure to send this to aliens before we die,0,0,1,1,UgzPLMhy5lAiGCumDJR4AaABAg,xuCn8ux2gbs,2021-01-30T11:38:24Z
can't stop watching this.,1,0,0,1,UgxDlX7_VbvKlgu-n4R4AaABAg,xuCn8ux2gbs,2021-01-30T11:43:52Z
*we can make a religion out of this*,0,0,1,1,UgwXcglbQA5oEMtIDbV4AaABAg,xuCn8ux2gbs,2021-01-30T05:28:21Z
This is still the best video on YouTube,1,0,0,1,UgxRtxqBtFV4oT9Z4Ax4AaABAg,xuCn8ux2gbs,2021-01-30T04:28:18Z
"i find myself watching this masterpiece few times a year, literally youitube forces me to do so, as it recomend me this video",1,0,0,1,Ugy9dqQUwukzHNZjU994AaABAg,xuCn8ux2gbs,2021-01-30T06:41:17Z
my question wheres mamal come from?,0,0,1,1,Ugzs55G4kEUmsk-G4dl4AaABAg,xuCn8ux2gbs,2021-01-30T04:09:39Z
Best history class ever. idk why did I wasted my time studying this from a book,1,0,0,1,Ugx4gHyNYoM1asTUhnN4AaABAg,xuCn8ux2gbs,2021-01-30T07:55:10Z
"Vampires:
ThE SuN Is A DeAdLy LaZeR",0,0,1,1,UgxQdzHaawS35HkhkiN4AaABAg,xuCn8ux2gbs,2021-01-30T03:41:55Z
Super......... world,1,0,0,1,Ugyw6S3EuprKZzmnhwp4AaABAg,xuCn8ux2gbs,2021-01-30T07:12:51Z
i know it's supposed to be serious but with the edits it's funny,1,0,0,1,UgzPOfmG4bV923AJ-6R4AaABAg,xuCn8ux2gbs,2021-01-30T05:49:51Z
"If someday humanity begin a space mission to explore interstellar space, they should transmit or bring this on golden plaque...",0,0,1,1,Ugy4gNCHMFtk1E-VYNV4AaABAg,xuCn8ux2gbs,2021-01-30T04:15:45Z
funny rock,1,0,0,1,UgxC2p0s6tC3efyxAQ14AaABAg,xuCn8ux2gbs,2021-01-30T07:41:57Z
Most of it is water fuck it,0,0,1,1,Ugw3AcfjNvyGPg_2WZt4AaABAg,xuCn8ux2gbs,2021-01-30T05:35:48Z
BTW where the hell are we?!?!?!?!,0,0,1,1,Ugw9lahL0-Jc8f1zB294AaABAg,xuCn8ux2gbs,2021-01-30T08:30:19Z
Who disliked this wth,0,0,1,1,UgybxmGYzcATvcSJiKV4AaABAg,xuCn8ux2gbs,2021-01-30T05:58:40Z
His swearing makes it 10 times better.,1,0,0,1,Ugyvpbjm7RriMnnjcGt4AaABAg,xuCn8ux2gbs,2021-01-30T08:27:05Z
This needs a part 2 lol,0,0,1,1,Ugy0ACT98CQ4CCOlKSt4AaABAg,xuCn8ux2gbs,2021-01-30T06:33:02Z
"Hey! Yeah you read this fast, uh like this man so basically kinda uh this is old? 100,000,000 views nice 500,000,00 cash wow! Your rich. You didn’t quit? Oh that’s cool! Bye",0,0,1,1,UgxpKVeaenvm3QNF5Ox4AaABAg,xuCn8ux2gbs,2021-01-30T06:43:09Z
exactly 17 min in I realized this started from how the earth was made lol it seemed more fun back then idk,0,0,1,1,UgzHMWgIqLiCaNwKvBt4AaABAg,xuCn8ux2gbs,2021-01-30T05:02:00Z
Why do i like this so much? 😩,0,0,1,1,Ugzqz1VXr_sXojoDbFF4AaABAg,xuCn8ux2gbs,2021-01-30T08:08:21Z
I have 750 homework pls motivate me,0,0,1,1,Ugxa3NlwMa8OtGNvYfp4AaABAg,xuCn8ux2gbs,2021-01-30T00:43:46Z
Confusion and happiness have fused.,0,0,1,1,Ugxd_S-06TmREVH6VCN4AaABAg,xuCn8ux2gbs,2021-01-29T23:13:35Z
me wondering when Australia is coming up because that is the country I'm in:,0,0,1,1,Ugylrhy7O39FBRKPrVN4AaABAg,xuCn8ux2gbs,2021-01-30T02:10:10Z
8 years until the thing inventor.,0,0,1,1,UgyL-jmjcBDenk3X4Jx4AaABAg,xuCn8ux2gbs,2021-01-29T23:43:00Z
I love coming back to this video every year just to see how much I actually learn and understand now from school,1,0,0,1,UgwTP6JEJwkaevBD-1h4AaABAg,xuCn8ux2gbs,2021-01-30T00:42:25Z
"This has the “I mean,yeah.” Vibe
It’s like “your not wrong”",0,0,1,1,UgywJSdiLsdtatDspYl4AaABAg,xuCn8ux2gbs,2021-01-31T22:04:42Z
What?,0,0,1,1,UgwJchIV_2gICNDmJ6d4AaABAg,xuCn8ux2gbs,2021-01-29T23:59:37Z
this video has been recommended for me for the past 2 years and i finally clicked on it,0,0,1,1,Ugxkx_l-Z9ymKIOYwN54AaABAg,xuCn8ux2gbs,2021-01-30T01:06:04Z
Yes.,0,0,1,1,UgyJOKKrVVaJ2m_w4A14AaABAg,xuCn8ux2gbs,2021-01-29T22:55:51Z
Fake,0,1,0,1,UgxA2fGCT9k-MXdjNNZ4AaABAg,xuCn8ux2gbs,2021-01-30T01:23:46Z
No covid in this video such a peaceful time oh wait it’s fucking wars every two seconds,0,0,1,1,UgxIaKaO4YzkpzujXc14AaABAg,xuCn8ux2gbs,2021-01-30T02:57:00Z
s,0,0,0,1,Ugz5l9fK9GyxR7ZkaHR4AaABAg,xuCn8ux2gbs,2021-01-29T22:59:45Z
"I read some comments, you know, natural instinct, and I swear I missed an entire documentary",0,0,1,1,UgyM_c2XYsAlxb8-kvJ4AaABAg,xuCn8ux2gbs,2021-01-30T01:46:39Z
Lit video but missed a few things. Some semi vital some not but would've been cool to have in. Like the battle of 1066. Maybe some stuff about the maritime policies and Canada.,0,0,1,1,UgyoKWPnM2rCMsPOpop4AaABAg,xuCn8ux2gbs,2021-01-29T22:08:54Z
"This is like Rick rolls, a comment can boost to the top randomly",0,0,1,1,UgxDuIavlWPgyVHOdoF4AaABAg,xuCn8ux2gbs,2021-01-29T19:12:44Z
I've watched this three times now.,1,0,0,1,UgyexwKPnH6fiZ3LWRB4AaABAg,xuCn8ux2gbs,2021-01-29T21:31:41Z
"111.7 Millions views.
4.4 Millions likes.
Only 1 Launguage, with no Translation.",0,0,1,1,UgwrkJyDkUNfthaVneV4AaABAg,xuCn8ux2gbs,2021-01-29T20:57:18Z
"You ever just see this video on the side recommandation, click it, watch the whole thing for the 3rd time?",0,0,1,1,UgwQBD8o3polyJrVn7t4AaABAg,xuCn8ux2gbs,2021-01-29T20:07:48Z
"This video is nothing, the video is everything is and nothing",0,0,1,1,UgyGrw8Mdl7rnfTzRWZ4AaABAg,xuCn8ux2gbs,2021-01-29T21:39:10Z
this gives me joy,1,0,0,1,Ugy6GC2ix5bImwNB0dV4AaABAg,xuCn8ux2gbs,2021-01-29T20:42:46Z
An awesome lesson of physics/chemistry/biology/evolution/history.,1,0,0,1,Ugw0UGd7EYs984Qr_7l4AaABAg,xuCn8ux2gbs,2021-01-29T19:53:00Z
sorry but where's Canada :(,0,0,1,1,UgwsaQeMlQQg29QTT8t4AaABAg,xuCn8ux2gbs,2021-01-29T21:35:27Z
yeah it dose feel like an ad,0,0,1,1,UgyXK9tEieAT8tk2X7x4AaABAg,xuCn8ux2gbs,2021-01-29T21:29:11Z
I feel like i lost all my brain cells,0,1,0,1,Ugz6IiufJGQ_Y_-3PVh4AaABAg,xuCn8ux2gbs,2021-01-29T21:10:42Z
Confusing but not confusing,0,0,1,1,UgyBmsdKLFwvkKCwGgR4AaABAg,xuCn8ux2gbs,2021-01-29T18:36:41Z
this is proof educational systems can be fun,1,0,0,1,UgxPgVu0ATVDwQYhNOd4AaABAg,xuCn8ux2gbs,2021-01-29T21:29:45Z
"Me: Watching this video and understanding nothing
Also me: Pretty interesting video",0,0,1,1,Ugw3QTJnUfHVa5CiXm14AaABAg,xuCn8ux2gbs,2021-01-29T20:56:55Z
This video is a fever dream,0,0,1,1,UgxS0U1xL-HvLZ8y4wV4AaABAg,xuCn8ux2gbs,2021-01-29T19:57:21Z
only 555 mil left,0,0,1,1,Ugxw0_IxUQJMPCUEFfR4AaABAg,xuCn8ux2gbs,2021-01-29T15:53:44Z
This is the best thing i have ever watched,1,0,0,1,UgyDluKfxZiosJ1t8xV4AaABAg,xuCn8ux2gbs,2021-01-29T13:03:48Z
Come back master we are hungry down here,0,0,1,1,UgyC-AgqWLmMyu7GVVp4AaABAg,xuCn8ux2gbs,2021-01-29T15:36:21Z
It seems I live in *not France*,0,0,1,1,Ugzp7uUh_nf3m2ZBz2l4AaABAg,xuCn8ux2gbs,2021-01-29T16:19:14Z
The Spanish Inquisition,0,0,1,1,UgxZXA-ClpO0axRwTwt4AaABAg,xuCn8ux2gbs,2021-01-29T14:41:49Z
why go to school when this exists,1,0,0,1,Ugza_nv9ReP2JgwLn514AaABAg,xuCn8ux2gbs,2021-01-29T13:58:47Z
"New movie earth the musical, coming in theaters near you!!",0,0,1,1,Ugw295gdmrdH_zCEyE54AaABAg,xuCn8ux2gbs,2021-01-29T15:21:43Z
*philipines were not harmed in this video*,0,0,1,1,UgyElICzzynkl4nf4rV4AaABAg,xuCn8ux2gbs,2021-01-29T15:23:52Z
People keep copying top comments lol,0,0,1,1,UgxBdkuluU-davxSCaJ4AaABAg,xuCn8ux2gbs,2021-01-29T14:11:32Z
To be honest if one of those kingdoms conquered the enire world we would have no racism or war today.,0,0,1,1,Ugy6HyQyrxNdI8li7rZ4AaABAg,xuCn8ux2gbs,2021-01-30T11:12:07Z
still the best video on youtube,1,0,0,1,Ugy7O_VN1Fu1O-Y6KmB4AaABAg,xuCn8ux2gbs,2021-01-29T15:25:51Z
i watched this 4 2 days straight it kills me,0,0,1,1,UgwOocnUetrq0wZhVVV4AaABAg,xuCn8ux2gbs,2021-01-29T13:37:29Z
When you gain and lose brain cells at the same time,0,0,1,1,Ugz8CCXgz0gy0CLHCM94AaABAg,xuCn8ux2gbs,2021-01-29T15:01:11Z
these kind of videos are boring yet so entertaining.,1,0,0,1,UgzqnUhTinqm0VdN8t54AaABAg,xuCn8ux2gbs,2021-01-29T14:58:37Z
The dislikes are from people who believe in God.,0,0,1,1,UgwXFNU2g9x7y7ko2K94AaABAg,xuCn8ux2gbs,2021-01-29T15:38:42Z
"at 10:40 ""It's a bird it's a plane"" i was like Oh hell yeah Blackpink in your Area but then i saw the video was released in 2017  and HYLT was released in 2020....still a great video! I've learned more than i did at school lmao",0,0,1,1,UgzZA7TpXMx1oMGmjJ14AaABAg,xuCn8ux2gbs,2021-01-29T12:43:36Z
Let’s blame the Maine on Spain,0,0,1,1,Ugw5OcUVLn-kyNZVR1h4AaABAg,xuCn8ux2gbs,2021-01-29T16:37:33Z
This man just went from  hadean to humans. Awesome,1,0,0,1,UgyZy5dN_NtrchA0VCZ4AaABAg,xuCn8ux2gbs,2021-01-29T16:31:44Z
"Bill wurtz is mostly inactive, 0:05 "" How did this happen?""",0,0,1,1,UgwvGA1O7RF0m-0RxQh4AaABAg,xuCn8ux2gbs,2021-01-29T10:03:46Z
M,0,0,1,1,UgwueRGVVMVgCitJ31t4AaABAg,xuCn8ux2gbs,2021-01-29T07:39:18Z
"twicth thots:exist 
simps:you can make a religion out of this",0,0,1,1,Ugw4Ts4LpCkO1Zvfcs54AaABAg,xuCn8ux2gbs,2021-01-29T10:49:02Z
Why does this have dislikes? It’s a ✨masterpiece✨,1,0,0,1,UgwyT42RYhnu3S_xDRp4AaABAg,xuCn8ux2gbs,2021-01-29T05:55:46Z
"I've been recommended this about 5 times over the years and still click on it every time lmao

*No regrets*",1,0,0,1,UgxOc8mZvawqtj-x5Vd4AaABAg,xuCn8ux2gbs,2021-01-29T10:51:23Z
"This just popped up again-

I swear I love this-

















See ya in like 2 years when this pops up in my recommended again-",1,0,0,1,UgyQ3isBuRtpTydnJjF4AaABAg,xuCn8ux2gbs,2021-01-29T05:50:30Z
philippines chillin be like: 👁👄👁,0,0,1,1,Ugxy6qcR27wKvCypfZ14AaABAg,xuCn8ux2gbs,2021-01-29T08:42:39Z
"Wow communism vs capitalism? Its like south park, would you like a turd or a turd sandwich",0,0,1,1,Ugw7i7A8U-WbaqnhxhZ4AaABAg,xuCn8ux2gbs,2021-01-29T05:29:54Z
I will never have to take a history lesson ever again,1,0,0,1,UgxtlI6UwPIuFNwuVI54AaABAg,xuCn8ux2gbs,2021-01-29T08:08:55Z
Well this is better than school,1,0,0,1,UgysAiKJ65_kYf0KdL94AaABAg,xuCn8ux2gbs,2021-01-29T11:10:14Z
love this video,1,0,0,1,Ugx4QyYR8zHbG1q0rwx4AaABAg,xuCn8ux2gbs,2021-01-29T09:37:37Z
I feel like his trying to teach the aliens how did this shit started lol,0,0,1,1,UgzddSYpOOwhft3UzRh4AaABAg,xuCn8ux2gbs,2021-01-29T06:34:04Z
Why are we still here just to Suffer,0,1,0,1,UgyRCZCqyCK9v1g68sV4AaABAg,xuCn8ux2gbs,2021-01-29T03:06:48Z
"That's how every it gets	...........











Forget this",0,0,1,1,Ugw9pWnnhsPWQBmJF4N4AaABAg,xuCn8ux2gbs,2021-01-29T00:44:31Z
I come back here once a month to watch this,1,0,0,1,UgwAxKlbWQqKznSyhCt4AaABAg,xuCn8ux2gbs,2021-01-29T05:00:24Z
Taste the *S U N*,0,0,1,1,Ugwny2l1PM4Nqycq8Q54AaABAg,xuCn8ux2gbs,2021-01-29T04:38:45Z
Lol this helped me with my homework,1,0,0,1,UgwoFjHAz6aiyYDE1ZZ4AaABAg,xuCn8ux2gbs,2021-01-29T02:28:28Z
The sun is a deadly laser,0,0,1,1,Ugzy-eC8NUNteLg90LF4AaABAg,xuCn8ux2gbs,2021-01-29T05:17:49Z
"The sun is a deadly laser

Me: has 001 flashbacks",0,0,1,1,UgwXP8X2UPLxDDCMpRB4AaABAg,xuCn8ux2gbs,2021-01-29T00:56:14Z
I love how he put an intermission after talking about Japan so we can watch History of Japan before going on with this video,0,0,1,1,UgyRS9S1eiI189c1KXt4AaABAg,xuCn8ux2gbs,2021-01-28T23:57:44Z
If you see this remember to buy Dogecoin.,0,0,1,1,UgyvxDAg8TjfSkaqgmx4AaABAg,xuCn8ux2gbs,2021-01-29T04:20:01Z
Dislikes are from history teachers.,0,0,1,1,UgxHcGbxXnWzyI2JwrJ4AaABAg,xuCn8ux2gbs,2021-01-29T02:14:29Z
"The sun is a deadly laser
We can make a religion out of this",0,0,1,1,UgwcVmw78Hi6GsMgTtZ4AaABAg,xuCn8ux2gbs,2021-01-29T03:19:32Z
2020 be like:,0,0,1,1,UgzuP-Qp9Y1D7truo8Z4AaABAg,xuCn8ux2gbs,2021-01-29T00:58:00Z
What a load of shit.,0,1,0,1,UgznSwHX_2ZWMZikFK14AaABAg,xuCn8ux2gbs,2021-01-29T00:56:35Z
I disagree with so much of this but love it all the same!,1,0,0,1,UgzpBASix0ie81voqhV4AaABAg,xuCn8ux2gbs,2021-01-29T01:08:24Z
At 2:12 I was laughing hysterically,0,0,1,1,UgyHRa5IcJprV19MYwh4AaABAg,xuCn8ux2gbs,2021-01-29T01:26:06Z
I honestly love this video for obvious reasons but what about Pangea?,1,0,0,1,Ugzu2ZzfV3yTKeuyQC94AaABAg,xuCn8ux2gbs,2021-01-29T03:40:37Z
BEST HISTORY LESSON AND COMDEY THING OF ALL TIME,1,0,0,1,UgyQ1pdhDR_56LPn2sh4AaABAg,xuCn8ux2gbs,2021-01-29T00:37:20Z
The sun is actually a deadly laser thats what makes it deadly,0,0,1,1,UgyNhS8RKg5TawAjIt14AaABAg,xuCn8ux2gbs,2021-01-28T20:59:23Z
My Science class... BUT FUN,1,0,0,1,UgxF9_X4insrfKAL-t54AaABAg,xuCn8ux2gbs,2021-01-28T22:06:17Z
Who else coming back here asking for a 2020 addendum?,0,0,1,1,Ugxwg4ohw4N7G4-kg-h4AaABAg,xuCn8ux2gbs,2021-01-28T21:32:45Z
When ever he said israel there's a bit of happiness giving to me man I love being jewish🇮🇱,0,0,1,1,Ugy-RGmSGLreMlpKiat4AaABAg,xuCn8ux2gbs,2021-01-28T20:24:45Z
11:50 i died,0,0,1,1,UgxZM6SnvVkbyxXpfbp4AaABAg,xuCn8ux2gbs,2021-01-28T20:37:53Z
I adore the editing in this.,1,0,0,1,UgwInX0niI9N9UAUMUp4AaABAg,xuCn8ux2gbs,2021-01-28T20:41:31Z
this is easily the best way about history. Screw School! This is funny AND educational.,1,0,0,1,Ugzv3yulUOKW-Q47ugt4AaABAg,xuCn8ux2gbs,2021-01-28T19:41:16Z
I can't explain... but this deserves way more likes ISDFIWRF,1,0,0,1,Ugzd_-WnEuVr94FVTwl4AaABAg,xuCn8ux2gbs,2021-01-28T23:10:00Z
11:47 NOBODY EVER EXPECTS THE SPANISH INQUISITION!!!,0,0,1,1,UgzSQ64giqEjOYd5Fxh4AaABAg,xuCn8ux2gbs,2021-01-28T21:27:29Z
"111,622,599 people were in the right.",1,0,0,1,UgzPu0HXgxwBCFG2dep4AaABAg,xuCn8ux2gbs,2021-01-28T14:26:39Z
3:02 thank me later,0,0,1,1,UgxF2UmMDIy_bBm1SFB4AaABAg,xuCn8ux2gbs,2021-01-28T16:52:31Z
Only reason why I didn’t fail history class lol,0,0,1,1,UgzNiJtwd_ZHf2ag_9l4AaABAg,xuCn8ux2gbs,2021-01-28T14:41:26Z
